tau,prob_actions,results
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([26], [8], [1], [27])"
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([27], [1], [1], [28])"
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([28], [6], [1], [29])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([29], [5], [1], [30])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([30], [3], [1], [31])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([31], [9], [1], [32])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([32], [8], [1], [33])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([33], [1], [1], [34])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([34], [5], [1], [35])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([35], [4], [1], [36])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([36], [0], [1], [37])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([37], [3], [1], [38])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([38], [4], [1], [39])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([39], [6], [1], [40])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([40], [4], [1], [41])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([41], [6], [1], [42])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([42], [3], [1], [43])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([43], [9], [1], [44])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([44], [8], [1], [45])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([45], [2], [1], [46])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([46], [10], [1], [47])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([47], [0], [1], [48])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([48], [1], [1], [49])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([49], [6], [1], [50])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([50], [1], [1], [51])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([51], [3], [1], [52])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([52], [9], [1], [53])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([53], [0], [1], [54])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([54], [10], [1], [55])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([55], [5], [1], [56])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([56], [0], [1], [57])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([57], [9], [1], [58])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([58], [1], [1], [59])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([59], [1], [1], [60])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([60], [6], [1], [61])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([61], [7], [1], [62])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([62], [7], [1], [63])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([63], [4], [1], [64])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([64], [1], [1], [65])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([65], [2], [1], [66])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([66], [2], [1], [67])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([67], [0], [1], [68])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([68], [10], [1], [69])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([69], [8], [1], [70])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([70], [1], [1], [71])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([71], [0], [1], [72])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([72], [6], [1], [73])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([73], [3], [1], [74])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([74], [1], [1], [75])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([75], [1], [1], [76])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([76], [1], [1], [77])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([77], [1], [1], [78])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([78], [1], [1], [79])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([79], [2], [1], [80])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([80], [5], [1], [81])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([81], [9], [2], [83])"
0.5,"[0.08701838274693251, 0.08701838274693251, 0.08701838274693251, 0.08701838274693251, 0.08701838274693251, 0.08701838274693251, 0.08701838274693251, 0.08701838274693251, 0.08701838274693251, 0.12981617253067496, 0.08701838274693251]","([82], [9], [1], [84])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([83], [6], [1], [85])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([84], [10], [1], [86])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([85], [1], [1], [87])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([86], [2], [1], [88])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([87], [2], [1], [89])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([88], [3], [1], [90])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([89], [0], [1], [91])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([90], [3], [1], [92])"
0.5,"[0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.08775307220861762, 0.12246927791382366, 0.08775307220861762]","([91], [6], [2], [94])"
0.5,"[0.08561909312148039, 0.08561909312148039, 0.08561909312148039, 0.08561909312148039, 0.08561909312148039, 0.08561909312148039, 0.10993709172173541, 0.08561909312148039, 0.08561909312148039, 0.11949107018494105, 0.08561909312148039]","([92], [2], [2], [96])"
0.5,"[0.0835864382335174, 0.0835864382335174, 0.10732711118223635, 0.0835864382335174, 0.0835864382335174, 0.0835864382335174, 0.10732711118223635, 0.0835864382335174, 0.0835864382335174, 0.11665427176738793, 0.0835864382335174]","([93], [8], [2], [98])"
0.5,"[0.08133800725268886, 0.08133800725268886, 0.10444006865518435, 0.08133800725268886, 0.08133800725268886, 0.08133800725268886, 0.10444006865518435, 0.08133800725268886, 0.10823747836721405, 0.11351633355359511, 0.08133800725268886]","([94], [6], [1], [99])"
0.5,"[0.08157139854621735, 0.08157139854621735, 0.10473974900810858, 0.08157139854621735, 0.08157139854621735, 0.08157139854621735, 0.10187034881732901, 0.08157139854621735, 0.10854805500829044, 0.1138420573427504, 0.08157139854621735]","([95], [2], [2], [101])"
0.5,"[0.07977791749369664, 0.07977791749369664, 0.12442351471330436, 0.07977791749369664, 0.07977791749369664, 0.07977791749369664, 0.09963056203331258, 0.07977791749369664, 0.10616144789581042, 0.11133905290169602, 0.07977791749369664]","([96], [5], [1], [102])"
0.5,"[0.07977791749369664, 0.07977791749369664, 0.12442351471330436, 0.07977791749369664, 0.07977791749369664, 0.07977791749369664, 0.09963056203331258, 0.07977791749369664, 0.10616144789581042, 0.11133905290169602, 0.07977791749369664]","([97], [2], [1], [103])"
0.5,"[0.08021177069458313, 0.08021177069458313, 0.11966190056371741, 0.08021177069458313, 0.08021177069458313, 0.08021177069458313, 0.10017237911255242, 0.08021177069458313, 0.10673878164213164, 0.11194454381951656, 0.08021177069458313]","([98], [10], [2], [105])"
0.5,"[0.07813897719120187, 0.07813897719120187, 0.11656965602226288, 0.07813897719120187, 0.07813897719120187, 0.07813897719120187, 0.0975837732901807, 0.07813897719120187, 0.10398049004439258, 0.10905172745155994, 0.10398049004439258]","([99], [10], [2], [107])"
0.5,"[0.0762443877409234, 0.0762443877409234, 0.11374326068844687, 0.0762443877409234, 0.0762443877409234, 0.0762443877409234, 0.09521771739797792, 0.0762443877409234, 0.10145933675375196, 0.1064076148743143, 0.12570574383996852]","([100], [8], [1], [108])"
0.5,"[0.07651675717345983, 0.07651675717345983, 0.11414958813478725, 0.07651675717345983, 0.07651675717345983, 0.07651675717345983, 0.09555786565575167, 0.07651675717345983, 0.0982494610132465, 0.10678773703857579, 0.12615480511687985]","([101], [6], [1], [109])"
0.5,"[0.07667778722817147, 0.07667778722817147, 0.11438981674746858, 0.07667778722817147, 0.07667778722817147, 0.07667778722817147, 0.09365446081010727, 0.07667778722817147, 0.09845622769634685, 0.10701247258374362, 0.1264202987933049]","([102], [2], [1], [110])"
0.5,"[0.07699229370456098, 0.07699229370456098, 0.1107573418383973, 0.07699229370456098, 0.07699229370456098, 0.07699229370456098, 0.09403859988782867, 0.07699229370456098, 0.0988600620057439, 0.1074514017299629, 0.12693883231070127]","([103], [6], [2], [112])"
0.5,"[0.07572624613651929, 0.07572624613651929, 0.10893606783121755, 0.07572624613651929, 0.07572624613651929, 0.07572624613651929, 0.10893606783121755, 0.07572624613651929, 0.09723442474964265, 0.10568449001325388, 0.12485147275555275]","([104], [6], [1], [113])"
0.5,"[0.07597327916581281, 0.07597327916581281, 0.10929143744490677, 0.07597327916581281, 0.07597327916581281, 0.07597327916581281, 0.10602925237834246, 0.07597327916581281, 0.0975516214380169, 0.10602925237834256, 0.12525876136551445]","([105], [2], [1], [114])"
0.5,"[0.07622192920501011, 0.07622192920501011, 0.10637627146254436, 0.07622192920501011, 0.07622192920501011, 0.07622192920501011, 0.10637627146254436, 0.07622192920501011, 0.09787089440820665, 0.10637627146254447, 0.12566871597409948]","([106], [6], [1], [115])"
