tau,prob_actions,results
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([26], [8], [1], [27])"
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([27], [1], [1], [28])"
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([28], [6], [1], [29])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([29], [5], [1], [30])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([30], [3], [1], [31])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([31], [9], [1], [32])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([32], [8], [1], [33])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([33], [1], [1], [34])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([34], [5], [1], [35])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([35], [4], [1], [36])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([36], [0], [1], [37])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([37], [3], [1], [38])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([38], [4], [1], [39])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([39], [6], [1], [40])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([40], [4], [1], [41])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([41], [6], [1], [42])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([42], [3], [1], [43])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([43], [9], [1], [44])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([44], [8], [1], [45])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([45], [2], [1], [46])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([46], [10], [1], [47])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([47], [0], [1], [48])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([48], [1], [1], [49])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([49], [6], [1], [50])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([50], [1], [1], [51])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([51], [3], [1], [52])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([52], [9], [1], [53])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([53], [0], [1], [54])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([54], [10], [1], [55])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([55], [5], [1], [56])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([56], [0], [1], [57])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([57], [9], [1], [58])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([58], [1], [1], [59])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([59], [1], [1], [60])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([60], [6], [2], [62])"
0.5,"[0.0870183827469325, 0.0870183827469325, 0.0870183827469325, 0.0870183827469325, 0.0870183827469325, 0.0870183827469325, 0.12981617253067493, 0.0870183827469325, 0.0870183827469325, 0.0870183827469325, 0.0870183827469325]","([61], [7], [2], [64])"
0.5,"[0.08458421478180583, 0.08458421478180583, 0.08458421478180583, 0.08458421478180583, 0.08458421478180583, 0.08458421478180583, 0.1261848206420918, 0.11255724632165545, 0.08458421478180583, 0.08458421478180583, 0.08458421478180583]","([62], [7], [2], [66])"
0.5,"[0.08236861856193907, 0.08236861856193907, 0.08236861856193907, 0.08236861856193907, 0.08236861856193907, 0.08236861856193907, 0.12287953948129392, 0.13580289346125435, 0.08236861856193907, 0.08236861856193907, 0.08236861856193907]","([63], [4], [2], [68])"
0.5,"[0.08018437167335753, 0.08018437167335753, 0.08018437167335753, 0.08018437167335753, 0.10670232143038862, 0.08018437167335753, 0.11962102602716186, 0.13220167915558936, 0.08018437167335753, 0.08018437167335753, 0.08018437167335753]","([64], [1], [2], [70])"
0.5,"[0.07861569067500189, 0.09817911638526221, 0.07861569067500189, 0.07861569067500189, 0.10461485849197288, 0.07861569067500189, 0.11728082897109436, 0.12961536142665733, 0.07861569067500189, 0.07861569067500189, 0.07861569067500189]","([65], [3], [1], [71])"
0.5,"[0.07861569067500189, 0.09817911638526221, 0.07861569067500189, 0.07861569067500189, 0.10461485849197288, 0.07861569067500189, 0.11728082897109436, 0.12961536142665733, 0.07861569067500189, 0.07861569067500189, 0.07861569067500189]","([66], [2], [2], [73])"
0.5,"[0.07316444451254846, 0.09137133378063249, 0.1425048791719466, 0.07316444451254846, 0.09736081873230805, 0.07316444451254846, 0.10914852531302414, 0.12062777592679791, 0.07316444451254846, 0.07316444451254846, 0.07316444451254846]","([67], [1], [1], [74])"
0.5,"[0.07331166015101796, 0.08954306391375436, 0.14279161608236923, 0.07331166015101796, 0.09755672037807442, 0.07331166015101796, 0.10936814523837196, 0.12087049348132228, 0.07331166015101796, 0.07331166015101796, 0.07331166015101796]","([68], [10], [1], [75])"
0.5,"[0.07331166015101796, 0.08954306391375436, 0.14279161608236923, 0.07331166015101796, 0.09755672037807442, 0.07331166015101796, 0.10936814523837196, 0.12087049348132228, 0.07331166015101796, 0.07331166015101796, 0.07331166015101796]","([69], [8], [1], [76])"
0.5,"[0.07331166015101796, 0.08954306391375436, 0.14279161608236923, 0.07331166015101796, 0.09755672037807442, 0.07331166015101796, 0.10936814523837196, 0.12087049348132228, 0.07331166015101796, 0.07331166015101796, 0.07331166015101796]","([70], [1], [1], [77])"
0.5,"[0.07343012824417908, 0.08807180958802686, 0.14302236042019797, 0.07343012824417908, 0.09771436731465223, 0.07343012824417908, 0.10954487886563218, 0.12106581434641628, 0.07343012824417908, 0.07343012824417908, 0.07343012824417908]","([71], [0], [1], [78])"
0.5,"[0.07343012824417908, 0.08807180958802686, 0.14302236042019797, 0.07343012824417908, 0.09771436731465223, 0.07343012824417908, 0.10954487886563218, 0.12106581434641628, 0.07343012824417908, 0.07343012824417908, 0.07343012824417908]","([72], [6], [1], [79])"
0.5,"[0.07395259441333801, 0.08869845347476145, 0.14403998556316824, 0.07395259441333801, 0.09840961941870562, 0.07395259441333801, 0.10320915963060671, 0.12192721543272983, 0.07395259441333801, 0.07395259441333801, 0.07395259441333801]","([73], [2], [1], [80])"
0.5,"[0.0756248697748128, 0.09070417402484411, 0.12468433139166105, 0.0756248697748128, 0.10063493663971079, 0.0756248697748128, 0.10554300790324626, 0.12468433139166105, 0.0756248697748128, 0.0756248697748128, 0.0756248697748128]","([74], [1], [1], [81])"
0.5,"[0.07572815894311716, 0.08946224911459612, 0.12485462644047737, 0.07572815894311716, 0.1007723847958376, 0.07572815894311716, 0.10568715954990864, 0.12485462644047737, 0.07572815894311716, 0.07572815894311716, 0.07572815894311716]","([75], [2], [1], [82])"
0.5,"[0.0766387412756054, 0.0905379750348526, 0.11433156703108757, 0.0766387412756054, 0.10198410781245977, 0.0766387412756054, 0.1069579795671931, 0.1263559229007745, 0.0766387412756054, 0.0766387412756054, 0.0766387412756054]","([76], [1], [1], [83])"
0.5,"[0.07672723342594649, 0.08948785013844675, 0.11446358180651378, 0.07672723342594649, 0.102101865396297, 0.07672723342594649, 0.10708148031173172, 0.12650182179133185, 0.07672723342594649, 0.07672723342594649, 0.07672723342594649]","([77], [1], [1], [84])"
0.5,"[0.07680234608225407, 0.08859649796630771, 0.11457563672229888, 0.07680234608225407, 0.10220181872422816, 0.07680234608225407, 0.1071863084681558, 0.12662566162548494, 0.07680234608225407, 0.07680234608225407, 0.07680234608225407]","([78], [2], [1], [85])"
0.5,"[0.07737408862144307, 0.08925604014560859, 0.10798423945979818, 0.07737408862144307, 0.1029626434949265, 0.07737408862144307, 0.10798423945979824, 0.12756830571120994, 0.07737408862144307, 0.07737408862144307, 0.07737408862144307]","([79], [2], [1], [86])"
0.5,"[0.07776459097770662, 0.08970650999421828, 0.10348228974353832, 0.07776459097770662, 0.10348228974353832, 0.07776459097770662, 0.10852922940022505, 0.12821213525224018, 0.07776459097770662, 0.07776459097770662, 0.07776459097770662]","([80], [6], [1], [87])"
0.5,"[0.07815905501197572, 0.09016154989589621, 0.1040072078453945, 0.07815905501197572, 0.1040072078453945, 0.07815905501197572, 0.10400720784539455, 0.12886249649606582, 0.07815905501197572, 0.07815905501197572, 0.07815905501197572]","([81], [8], [1], [88])"
0.5,"[0.07815905501197572, 0.09016154989589621, 0.1040072078453945, 0.07815905501197572, 0.1040072078453945, 0.07815905501197572, 0.10400720784539455, 0.12886249649606582, 0.07815905501197572, 0.07815905501197572, 0.07815905501197572]","([82], [8], [1], [89])"
0.5,"[0.07815905501197572, 0.09016154989589621, 0.1040072078453945, 0.07815905501197572, 0.1040072078453945, 0.07815905501197572, 0.10400720784539455, 0.12886249649606582, 0.07815905501197572, 0.07815905501197572, 0.07815905501197572]","([83], [6], [1], [90])"
0.5,"[0.07844530149869544, 0.0904917538228878, 0.10438811953674888, 0.07844530149869544, 0.10438811953674888, 0.07844530149869544, 0.10072576094405797, 0.1293344371673838, 0.07844530149869544, 0.07844530149869544, 0.07844530149869544]","([84], [10], [1], [91])"
0.5,"[0.07844530149869544, 0.0904917538228878, 0.10438811953674888, 0.07844530149869544, 0.10438811953674888, 0.07844530149869544, 0.10072576094405797, 0.1293344371673838, 0.07844530149869544, 0.07844530149869544, 0.07844530149869544]","([85], [2], [1], [92])"
0.5,"[0.07873365236697556, 0.09082438529078335, 0.10109601078785359, 0.07873365236697556, 0.10477183155431379, 0.07873365236697556, 0.10109601078785363, 0.1298098473773421, 0.07873365236697556, 0.07873365236697556, 0.07873365236697556]","([86], [2], [1], [93])"
0.5,"[0.07895231697319166, 0.09107662912613676, 0.09859951175703272, 0.07895231697319166, 0.10506281121295556, 0.07895231697319166, 0.1013767816999651, 0.13017036436475984, 0.07895231697319166, 0.07895231697319166, 0.07895231697319166]","([87], [2], [1], [94])"
0.5,"[0.07912377297043928, 0.09127441476272645, 0.09664199454213364, 0.07912377297043928, 0.10529096979981847, 0.07912377297043928, 0.1015969355582746, 0.1304530475144111, 0.07912377297043928, 0.07912377297043928, 0.07912377297043928]","([88], [3], [1], [95])"
0.5,"[0.07912377297043928, 0.09127441476272645, 0.09664199454213364, 0.07912377297043928, 0.10529096979981847, 0.07912377297043928, 0.1015969355582746, 0.1304530475144111, 0.07912377297043928, 0.07912377297043928, 0.07912377297043928]","([89], [0], [1], [96])"
0.5,"[0.07912377297043928, 0.09127441476272645, 0.09664199454213364, 0.07912377297043928, 0.10529096979981847, 0.07912377297043928, 0.1015969355582746, 0.1304530475144111, 0.07912377297043928, 0.07912377297043928, 0.07912377297043928]","([90], [3], [1], [97])"
0.5,"[0.07912377297043928, 0.09127441476272645, 0.09664199454213364, 0.07912377297043928, 0.10529096979981847, 0.07912377297043928, 0.1015969355582746, 0.1304530475144111, 0.07912377297043928, 0.07912377297043928, 0.07912377297043928]","([91], [6], [1], [98])"
0.5,"[0.07934461292466338, 0.09152916800339361, 0.09691172907133493, 0.07934461292466338, 0.1055848442205882, 0.07934461292466338, 0.09908943011234217, 0.1308171510443608, 0.07934461292466338, 0.07934461292466338, 0.07934461292466338]","([92], [2], [1], [99])"
0.5,"[0.07948339965279054, 0.09168926751471712, 0.09533207972007769, 0.07948339965279054, 0.1057695294125508, 0.07948339965279054, 0.0992627537607962, 0.13104597167511492, 0.07948339965279054, 0.07948339965279054, 0.07948339965279054]","([93], [7], [1], [100])"
0.5,"[0.0800502993751552, 0.09234322319005275, 0.09601201703732681, 0.0800502993751552, 0.10652390978783098, 0.0800502993751552, 0.09997072583790868, 0.12484832789594946, 0.0800502993751552, 0.0800502993751552, 0.0800502993751552]","([94], [6], [1], [101])"
0.5,"[0.08022656270029258, 0.09254655439181504, 0.09622342658242837, 0.08022656270029258, 0.10675846554455391, 0.08022656270029258, 0.09798894495984721, 0.12512323231960001, 0.08022656270029258, 0.08022656270029258, 0.08022656270029258]","([95], [2], [1], [102])"
0.5,"[0.08034281403994317, 0.09268065786784564, 0.09491381996501506, 0.08034281403994317, 0.10691316262019657, 0.08034281403994317, 0.09813093466673628, 0.12530454064054736, 0.08034281403994317, 0.08034281403994317, 0.08034281403994317]","([96], [4], [1], [103])"
0.5,"[0.08064531035267246, 0.09302960702529497, 0.09527117713391126, 0.08064531035267246, 0.10355062822950248, 0.08064531035267246, 0.0985004044974371, 0.12577632099781935, 0.08064531035267246, 0.08064531035267246, 0.08064531035267246]","([97], [1], [1], [104])"
0.5,"[0.08071648538990703, 0.09222914322636704, 0.09535526050528441, 0.08071648538990703, 0.10364201878634537, 0.08071648538990703, 0.09858733788422755, 0.12588732725833343, 0.08071648538990703, 0.08071648538990703, 0.08071648538990703]","([98], [10], [1], [105])"
0.5,"[0.08071648538990703, 0.09222914322636704, 0.09535526050528441, 0.08071648538990703, 0.10364201878634537, 0.08071648538990703, 0.09858733788422755, 0.12588732725833343, 0.08071648538990703, 0.08071648538990703, 0.08071648538990703]","([99], [9], [1], [106])"
0.5,"[0.08071648538990703, 0.09222914322636704, 0.09535526050528441, 0.08071648538990703, 0.10364201878634537, 0.08071648538990703, 0.09858733788422755, 0.12588732725833343, 0.08071648538990703, 0.08071648538990703, 0.08071648538990703]","([100], [7], [1], [107])"
0.5,"[0.08116063541272289, 0.09273664272749622, 0.09587996175961246, 0.08116063541272289, 0.10421231870446339, 0.08116063541272289, 0.09912982394713177, 0.12107744038495874, 0.08116063541272289, 0.08116063541272289, 0.08116063541272289]","([101], [6], [1], [108])"
0.5,"[0.08130585369986965, 0.0929025736168263, 0.09605151689527178, 0.08130585369986965, 0.10439878267612766, 0.08130585369986965, 0.09751792400028303, 0.12129408061227341, 0.08130585369986965, 0.08130585369986965, 0.08130585369986965]","([102], [1], [1], [109])"
0.5,"[0.08136858654249983, 0.09220268796886785, 0.09612562699214161, 0.08136858654249983, 0.1044793332405259, 0.08136858654249983, 0.09759316552720326, 0.12138766701626237, 0.08136858654249983, 0.08136858654249983, 0.08136858654249983]","([103], [6], [1], [110])"
0.5,"[0.08148817357737641, 0.09233819783244511, 0.0962669023810368, 0.08148817357737641, 0.10463288603281376, 0.08148817357737641, 0.0962669023810368, 0.12156606990840896, 0.08148817357737641, 0.08148817357737641, 0.08148817357737641]","([104], [5], [1], [111])"
0.5,"[0.08148817357737641, 0.09233819783244511, 0.0962669023810368, 0.08148817357737641, 0.10463288603281376, 0.08148817357737641, 0.0962669023810368, 0.12156606990840896, 0.08148817357737641, 0.08148817357737641, 0.08148817357737641]","([105], [2], [1], [112])"
0.5,"[0.08158822630251351, 0.09245157242315934, 0.09515728174231304, 0.08158822630251351, 0.10476135627489866, 0.08158822630251351, 0.0963851007097131, 0.12171533103483478, 0.08158822630251351, 0.08158822630251351, 0.08158822630251351]","([106], [6], [1], [113])"
