tau,prob_actions,results
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([26], [8], [1], [27])"
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([27], [1], [1], [28])"
0.5,"[0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433, 0.10786706234783433, 0.014598219434745518, 0.10786706234783433]","([28], [6], [1], [29])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([29], [5], [1], [30])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([30], [3], [1], [31])"
0.5,"[0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.0986647182411375, 0.01335281758862493, 0.0986647182411375]","([31], [9], [1], [32])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([32], [8], [1], [33])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([33], [1], [1], [34])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([34], [5], [1], [35])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([35], [4], [1], [36])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([36], [0], [1], [37])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([37], [3], [1], [38])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([38], [4], [1], [39])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([39], [6], [1], [40])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([40], [4], [1], [41])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([41], [6], [1], [42])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([42], [3], [1], [43])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([43], [9], [1], [44])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([44], [8], [1], [45])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([45], [2], [1], [46])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([46], [10], [1], [47])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([47], [0], [1], [48])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([48], [1], [1], [49])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([49], [6], [1], [50])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([50], [1], [1], [51])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([51], [3], [1], [52])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([52], [9], [1], [53])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([53], [0], [1], [54])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([54], [10], [1], [55])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([55], [5], [1], [56])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([56], [0], [1], [57])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([57], [9], [1], [58])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([58], [1], [1], [59])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([59], [1], [1], [60])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([60], [6], [1], [61])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([61], [7], [1], [62])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([62], [7], [1], [63])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([63], [4], [1], [64])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([64], [1], [1], [65])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([65], [2], [1], [66])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([66], [2], [1], [67])"
0.5,"[0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909, 0.0909090909090909]","([67], [0], [2], [69])"
0.5,"[0.1110201482431789, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209]","([68], [10], [1], [70])"
0.5,"[0.1110201482431789, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209]","([69], [8], [1], [71])"
0.5,"[0.1110201482431789, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209, 0.08889798517568209]","([70], [0], [1], [72])"
0.5,"[0.10884581762934847, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515, 0.08911541823706515]","([71], [0], [1], [73])"
0.5,"[0.10709471217090058, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993]","([72], [5], [1], [74])"
0.5,"[0.10709471217090058, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993]","([73], [3], [1], [75])"
0.5,"[0.10709471217090058, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993, 0.08929052878290993]","([74], [0], [1], [76])"
0.5,"[0.10565444357793287, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067]","([75], [1], [1], [77])"
0.5,"[0.10565444357793287, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067]","([76], [1], [1], [78])"
0.5,"[0.10565444357793287, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067]","([77], [1], [1], [79])"
0.5,"[0.10565444357793287, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067]","([78], [1], [1], [80])"
0.5,"[0.10565444357793287, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067]","([79], [2], [1], [81])"
0.5,"[0.10565444357793287, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067, 0.0894345556422067]","([80], [5], [2], [83])"
0.5,"[0.10303712674200195, 0.08721904477234266, 0.08721904477234266, 0.08721904477234266, 0.08721904477234266, 0.11199147030691406, 0.08721904477234266, 0.08721904477234266, 0.08721904477234266, 0.08721904477234266, 0.08721904477234266]","([81], [9], [2], [85])"
0.5,"[0.09879899749016216, 0.08363154581293594, 0.08363154581293594, 0.08363154581293594, 0.08363154581293594, 0.10738503046069502, 0.08363154581293594, 0.08363154581293594, 0.08363154581293594, 0.12476360554565524, 0.08363154581293594]","([82], [9], [2], [87])"
0.5,"[0.09517030570718045, 0.08055992453338118, 0.08055992453338118, 0.08055992453338118, 0.08055992453338118, 0.10344099066730778, 0.08055992453338118, 0.08055992453338118, 0.08055992453338118, 0.15690930735846229, 0.08055992453338118]","([83], [6], [1], [88])"
0.5,"[0.09517030570718045, 0.08055992453338118, 0.08055992453338118, 0.08055992453338118, 0.08055992453338118, 0.10344099066730778, 0.08055992453338118, 0.08055992453338118, 0.08055992453338118, 0.15690930735846229, 0.08055992453338118]","([84], [10], [2], [90])"
0.5,"[0.09223086138374345, 0.07807173863225832, 0.07807173863225832, 0.07807173863225832, 0.07807173863225832, 0.10024609672882193, 0.07807173863225832, 0.07807173863225832, 0.07807173863225832, 0.15206298297837298, 0.10895788848325338]","([85], [2], [2], [92])"
0.5,"[0.0894675531309394, 0.07573264869602025, 0.10569342550484573, 0.07573264869602025, 0.07573264869602025, 0.09724264579877376, 0.07573264869602025, 0.07573264869602025, 0.07573264869602025, 0.1475070578844737, 0.10569342550484573]","([86], [2], [1], [93])"
0.5,"[0.08990946409357635, 0.07610671824992127, 0.10127613828285904, 0.07610671824992127, 0.07610671824992127, 0.09772296061359169, 0.07610671824992127, 0.07610671824992127, 0.07610671824992127, 0.14823564588832883, 0.10621548162211637]","([87], [2], [1], [94])"
0.5,"[0.09023006755470823, 0.07637810322070608, 0.09807142581378646, 0.07637810322070608, 0.07637810322070608, 0.09807142581378646, 0.07637810322070608, 0.07637810322070608, 0.07637810322070608, 0.14876423163415706, 0.10659422985932529]","([88], [3], [2], [96])"
0.5,"[0.08854708806314793, 0.07495349183773459, 0.09624218858914838, 0.09360558350928165, 0.07495349183773459, 0.09624218858914838, 0.07495349183773459, 0.07495349183773459, 0.07495349183773459, 0.14598946754826947, 0.10460602451233118]","([89], [0], [2], [98])"
0.5,"[0.10060866863485358, 0.07396160562058446, 0.09496858147586536, 0.09236686752881536, 0.07396160562058446, 0.09496858147586536, 0.07396160562058446, 0.07396160562058446, 0.07396160562058446, 0.14405753699827323, 0.10322173578340484]","([90], [3], [2], [100])"
0.5,"[0.09883256031484243, 0.07265591472052024, 0.09329204117384503, 0.10838988800979003, 0.07265591472052024, 0.09329204117384503, 0.07265591472052024, 0.07265591472052024, 0.07265591472052024, 0.14151439838512286, 0.10139949733995339]","([91], [6], [2], [102])"
0.5,"[0.09651351455326593, 0.07095108798579502, 0.09110300031540908, 0.10584658538172782, 0.07095108798579502, 0.09110300031540908, 0.09441547820485756, 0.07095108798579502, 0.07095108798579502, 0.13819384931979845, 0.09902021996635192]","([92], [2], [2], [104])"
0.5,"[0.09466248584910668, 0.06959032000360169, 0.1085346982835924, 0.10381655809813232, 0.06959032000360169, 0.08935573964005793, 0.09260468765305706, 0.06959032000360169, 0.06959032000360169, 0.1355434351989032, 0.09712111526274357]","([93], [8], [2], [106])"
0.5,"[0.09253289967628645, 0.06802477287146705, 0.1060930341897043, 0.1014810362210924, 0.06802477287146705, 0.08734553733137444, 0.09052139498864677, 0.06802477287146705, 0.09052139498864677, 0.13249416575676903, 0.09493621823307857]","([94], [6], [2], [108])"
0.5,"[0.09057356743354245, 0.06658438646556519, 0.1038465737054264, 0.09933223220662128, 0.06658438646556519, 0.08549604457634497, 0.10977909426229505, 0.06658438646556519, 0.08860465522927582, 0.1296886761217216, 0.09292599706807685]","([95], [3], [2], [110])"
0.5,"[0.08918654128209041, 0.06556472600696736, 0.10225628729461671, 0.11312488477731711, 0.06556472600696736, 0.08418677463111388, 0.10809795837531296, 0.06556472600696736, 0.08724778061976493, 0.12770264873619316, 0.09150294626268873]","([96], [5], [1], [111])"
0.5,"[0.08939271133149264, 0.06571629016233857, 0.10249267031272857, 0.1133863924302419, 0.06571629016233857, 0.0820697146442229, 0.10834784542214917, 0.06571629016233857, 0.0874494688900132, 0.12799785540101338, 0.09171447108112246]","([97], [2], [2], [113])"
0.5,"[0.087876817124298, 0.06460189345044115, 0.11771232459687331, 0.11146362073107824, 0.06460189345044115, 0.0806780015709506, 0.1065105158592456, 0.06460189345044115, 0.08596652759269609, 0.12582730699001138, 0.09015920518352334]","([98], [10], [2], [115])"
0.5,"[0.08579730480693626, 0.06307315768654718, 0.11492678642065278, 0.1088259515501365, 0.06307315768654718, 0.07876884164120922, 0.10399005668803363, 0.06307315768654718, 0.0839322202650084, 0.12284973630289739, 0.11168962926548433]","([99], [10], [2], [117])"
0.5,"[0.08396384948372551, 0.06172530862564334, 0.11247084530669119, 0.10650038292508406, 0.06172530862564334, 0.07708558186591447, 0.10176782927162827, 0.06172530862564334, 0.08213862107934569, 0.12022448480477138, 0.13067247938590942]","([100], [9], [2], [119])"
0.5,"[0.08189787958495148, 0.06020652845540075, 0.10970344740483186, 0.10387989105049726, 0.06020652845540075, 0.07518885496804482, 0.09926378409943175, 0.06020652845540075, 0.08011756178156272, 0.14187177400420303, 0.12745722174027485]","([101], [6], [2], [121])"
0.5,"[0.0804495842654804, 0.059141826489910766, 0.10776343393669983, 0.10204286229275582, 0.059141826489910766, 0.07385920312261879, 0.11519254870454841, 0.059141826489910766, 0.07870074988943904, 0.1393628906570803, 0.125203247661645]","([102], [2], [2], [123])"
0.5,"[0.07928986084175008, 0.058289265695112794, 0.12062549723534532, 0.10057186031423876, 0.058289265695112794, 0.07279448353828016, 0.11353198702245176, 0.058289265695112794, 0.07756623684073596, 0.1373539006769651, 0.12339837644489439]","([103], [6], [1], [124])"
0.5,"[0.0798747050406085, 0.05871920892537704, 0.12151523422748492, 0.10131368112775457, 0.05871920892537704, 0.0733314176551306, 0.10699337452698773, 0.05871920892537704, 0.0781383675414585, 0.13836702683393776, 0.12430856627050631]","([104], [5], [1], [125])"
0.5,"[0.08000364002025113, 0.05881399437721158, 0.1217113859909678, 0.10147722323294402, 0.05881399437721158, 0.07183557495074296, 0.10716608488077896, 0.05881399437721158, 0.07826449969835529, 0.13859038102071036, 0.12450922707361467]","([105], [2], [1], [126])"
0.5,"[0.08058038340145221, 0.0592379823603892, 0.11537983476672643, 0.10220876890795892, 0.0592379823603892, 0.07235343504282286, 0.10793864135606654, 0.0592379823603892, 0.07882870567914085, 0.13958947412361913, 0.12540680964104525]","([106], [6], [1], [127])"
